Concatenar;Status;Semi-acabado;Descrição Semi-acabado;Qtd Semi-acabado;Centro Semi-acabado;Matéria-Prima;Descrição Matéria-Prima;Qtd Matéria-Prima;UN Matéria-Prima;;;
6702033;SEMI ACABADO;702033;DEFLAZACORTE 30MG COMP;550.000;600;011472;DEFLAZACORTE MICRONIZADO; 16,500 ;KG;;;
7702033;SEMI ACABADO;702033;DEFLAZACORTE 30MG COMP;550.000;600;010056;AMIDO; 17,545 ;KG;;;
1702034;SEMI ACABADO;702034;NORFLOXACINO 400MG COMP REV-LG;681.818;600;010046;ALCOOL ETILICO; 101,590 ;KG;;;
2702034;SEMI ACABADO;702034;NORFLOXACINO 400MG COMP REV-LG;681.818;600;010071;CELULOSE MIC (TIPO200); 249,375 ;KG;;;
3702034;SEMI ACABADO;702034;NORFLOXACINO 400MG COMP REV-LG;681.818;600;010228;DIOXIDO TITANIO; 5,454 ;KG;;;
4702034;SEMI ACABADO;702034;NORFLOXACINO 400MG COMP REV-LG;681.818;600;010311;ESTEARATO MAGNESIO; 9,886 ;KG;;;
5702034;SEMI ACABADO;702034;NORFLOXACINO 400MG COMP REV-LG;681.818;600;010331;GLICOLATO AMIDO SODICO; 23,864 ;KG;;;
6702034;SEMI ACABADO;702034;NORFLOXACINO 400MG COMP REV-LG;681.818;600;010512;NORFLOXACINO; 272,727 ;KG;;;
7702034;SEMI ACABADO;702034;NORFLOXACINO 400MG COMP REV-LG;681.818;600;010720;CLORETO METILENO (D2)**; 81,136 ;KG;;;
8702034;SEMI ACABADO;702034;NORFLOXACINO 400MG COMP REV-LG;681.818;600;010731;FOSF.CAL.DIB.(COMPDIRETA); 30,000 ;KG;;;
9702034;SEMI ACABADO;702034;NORFLOXACINO 400MG COMP REV-LG;681.818;600;010953;TALCO; 14,148 ;KG;;;
10702034;SEMI ACABADO;702034;NORFLOXACINO 400MG COMP REV-LG;681.818;600;010979;HPMC+PEG; 18,000 ;KG;;;
1702046;SEMI ACABADO;702046;GENFIBROZILA 900MGCOMP REV-LG;333.333;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 6,000 ;KG;;;
2702046;SEMI ACABADO;702046;GENFIBROZILA 900MGCOMP REV-LG;333.333;600;010046;ALCOOL ETILICO; 135,232 ;KG;;;
3702046;SEMI ACABADO;702046;GENFIBROZILA 900MGCOMP REV-LG;333.333;600;010228;DIOXIDO TITANIO; 3,200 ;KG;;;
4702046;SEMI ACABADO;702046;GENFIBROZILA 900MGCOMP REV-LG;333.333;600;010311;ESTEARATO MAGNESIO; 6,000 ;KG;;;
5702046;SEMI ACABADO;702046;GENFIBROZILA 900MGCOMP REV-LG;333.333;600;010331;GLICOLATO AMIDO SODICO; 10,000 ;KG;;;
6702046;SEMI ACABADO;702046;GENFIBROZILA 900MGCOMP REV-LG;333.333;600;010669;POLISSORBATO 80(TWEEN 80); 3,332 ;KG;;;
7702046;SEMI ACABADO;702046;GENFIBROZILA 900MGCOMP REV-LG;333.333;600;010978;ETILCELULOSE 10 CPS(ETHOCEL 10 CPS); 4,000 ;KG;;;
8702046;SEMI ACABADO;702046;GENFIBROZILA 900MGCOMP REV-LG;333.333;600;010979;HPMC+PEG; 12,000 ;KG;;;
9702046;SEMI ACABADO;702046;GENFIBROZILA 900MGCOMP REV-LG;333.333;600;011018;AMIDO DE MILHO PREGELATINIZADO; 65,670 ;KG;;;
10702046;SEMI ACABADO;702046;GENFIBROZILA 900MGCOMP REV-LG;333.333;600;011480;GENFIBROZILA; 308,998 ;KG;;;
1702047;SEMI ACABADO;702047;GENFIBROZILA 600MG COMP REV;375.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 4,500 ;KG;;;
2702047;SEMI ACABADO;702047;GENFIBROZILA 600MG COMP REV;375.000;600;010046;ALCOOL ETILICO; 101,437 ;KG;;;
3702047;SEMI ACABADO;702047;GENFIBROZILA 600MG COMP REV;375.000;600;010228;DIOXIDO TITANIO; 2,400 ;KG;;;
4702047;SEMI ACABADO;702047;GENFIBROZILA 600MG COMP REV;375.000;600;010311;ESTEARATO MAGNESIO; 4,500 ;KG;;;
5702047;SEMI ACABADO;702047;GENFIBROZILA 600MG COMP REV;375.000;600;010331;GLICOLATO AMIDO SODICO; 7,500 ;KG;;;
6702047;SEMI ACABADO;702047;GENFIBROZILA 600MG COMP REV;375.000;600;010669;POLISSORBATO 80(TWEEN 80); 2,475 ;KG;;;
7702047;SEMI ACABADO;702047;GENFIBROZILA 600MG COMP REV;375.000;600;010978;ETILCELULOSE 10 CPS(ETHOCEL 10 CPS); 3,000 ;KG;;;
8702047;SEMI ACABADO;702047;GENFIBROZILA 600MG COMP REV;375.000;600;010979;HPMC+PEG; 9,000 ;KG;;;
9702047;SEMI ACABADO;702047;GENFIBROZILA 600MG COMP REV;375.000;600;011018;AMIDO DE MILHO PREGELATINIZADO; 49,275 ;KG;;;
10702047;SEMI ACABADO;702047;GENFIBROZILA 600MG COMP REV;375.000;600;011480;GENFIBROZILA; 231,750 ;KG;;;
1702050;SEMI ACABADO;702050;MALEATO DEXCLORFENIRAMINA 2MG COMP;2.000.000;600;010056;AMIDO; 58,500 ;KG;;;
2702050;SEMI ACABADO;702050;MALEATO DEXCLORFENIRAMINA 2MG COMP;2.000.000;600;010175;CORANTE AMARELO CREPUSCULO 6; 0,620 ;KG;;;
3702050;SEMI ACABADO;702050;MALEATO DEXCLORFENIRAMINA 2MG COMP;2.000.000;600;010195;CORANTE VERMELHO PONCEAUX; 0,880 ;KG;;;
4702050;SEMI ACABADO;702050;MALEATO DEXCLORFENIRAMINA 2MG COMP;2.000.000;600;010311;ESTEARATO MAGNESIO; 1,000 ;KG;;;
5702050;SEMI ACABADO;702050;MALEATO DEXCLORFENIRAMINA 2MG COMP;2.000.000;600;010417;GELATINA; 5,000 ;KG;;;
6702050;SEMI ACABADO;702050;MALEATO DEXCLORFENIRAMINA 2MG COMP;2.000.000;600;010859;LACTOSE (200); 130,000 ;KG;;;
7702050;SEMI ACABADO;702050;MALEATO DEXCLORFENIRAMINA 2MG COMP;2.000.000;600;011494;MALEATO DE DEXCLORFENIRAMINA; 4,000 ;KG;;;
1702056;SEMI ACABADO;702056;MALEATO ENALAP.+HIDROC.20/12,5MG COM;750.000;600;010090;BICARBONATO SODIO; 7,500 ;KG;;;
2702056;SEMI ACABADO;702056;MALEATO ENALAP.+HIDROC.20/12,5MG COM;750.000;600;010311;ESTEARATO MAGNESIO; 1,125 ;KG;;;
3702056;SEMI ACABADO;702056;MALEATO ENALAP.+HIDROC.20/12,5MG COM;750.000;600;010859;LACTOSE (200); 105,000 ;KG;;;
4702056;SEMI ACABADO;702056;MALEATO ENALAP.+HIDROC.20/12,5MG COM;750.000;600;011018;AMIDO DE MILHO PREGELATINIZADO; 4,500 ;KG;;;
5702056;SEMI ACABADO;702056;MALEATO ENALAP.+HIDROC.20/12,5MG COM;750.000;600;011346;MALEATO ENALAPRIL; 15,000 ;KG;;;
6702056;SEMI ACABADO;702056;MALEATO ENALAP.+HIDROC.20/12,5MG COM;750.000;600;011377;HIDROCLOROTIAZIDA; 9,375 ;KG;;;
7702056;SEMI ACABADO;702056;MALEATO ENALAP.+HIDROC.20/12,5MG COM;750.000;600;010056;AMIDO; 7,500 ;KG;;;
1702072;SEMI ACABADO;702072;DEXAMETASONA COMP 4MG;1.000.000;600;018864;DEXAMETASONA BASE; 4,000 ;KG;;;
2702072;SEMI ACABADO;702072;DEXAMETASONA COMP 4MG;1.000.000;600;010311;ESTEARATO MAGNESIO; 1,000 ;KG;;;
3702072;SEMI ACABADO;702072;DEXAMETASONA COMP 4MG;1.000.000;600;010731;FOSF.CAL.DIB.(COMPDIRETA); 22,000 ;KG;;;
4702072;SEMI ACABADO;702072;DEXAMETASONA COMP 4MG;1.000.000;600;010859;LACTOSE (200); 99,000 ;KG;;;
5702072;SEMI ACABADO;702072;DEXAMETASONA COMP 4MG;1.000.000;600;011018;AMIDO DE MILHO PREGELATINIZADO; 7,000 ;KG;;;
6702072;SEMI ACABADO;702072;DEXAMETASONA COMP 4MG;1.000.000;600;010056;AMIDO; 7,000 ;KG;;;
1702073;SEMI ACABADO;702073;MELOXICAM COMP 15MG;1.176.470;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 1,059 ;KG;;;
2702073;SEMI ACABADO;702073;MELOXICAM COMP 15MG;1.176.470;600;010071;CELULOSE MIC (TIPO200); 61,647 ;KG;;;
3702073;SEMI ACABADO;702073;MELOXICAM COMP 15MG;1.176.470;600;010150;CITRATO SODIO DIHIDRATADO; 12,000 ;KG;;;
4702073;SEMI ACABADO;702073;MELOXICAM COMP 15MG;1.176.470;600;010311;ESTEARATO MAGNESIO; 2,353 ;KG;;;
5702073;SEMI ACABADO;702073;MELOXICAM COMP 15MG;1.176.470;600;010469;LAURIL SULFATO SODIO (PO); 0,588 ;KG;;;
6702073;SEMI ACABADO;702073;MELOXICAM COMP 15MG;1.176.470;600;010731;FOSF.CAL.DIB.(COMPDIRETA); 38,235 ;KG;;;
7702073;SEMI ACABADO;702073;MELOXICAM COMP 15MG;1.176.470;600;010739;LACTOSE (50/70); 62,353 ;KG;;;
8702073;SEMI ACABADO;702073;MELOXICAM COMP 15MG;1.176.470;600;010923;CROSCARMELOSE SODICA; 1,294 ;KG;;;
9702073;SEMI ACABADO;702073;MELOXICAM COMP 15MG;1.176.470;600;010953;TALCO; 2,353 ;KG;;;
10702073;SEMI ACABADO;702073;MELOXICAM COMP 15MG;1.176.470;600;011049;OXIDO DE FERRO VERM(USP REF.33.8075); 0,470 ;KG;;;
11702073;SEMI ACABADO;702073;MELOXICAM COMP 15MG;1.176.470;600;011103;MELOXICAM(MICRONIZADO ); 17,647 ;KG;;;
1702074;SEMI ACABADO;702074;ALPRAZOLAM (B1) 0,25MG COMP;1.333.320;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 0,780 ;KG;;;
2702074;SEMI ACABADO;702074;ALPRAZOLAM (B1) 0,25MG COMP;1.333.320;600;010081;BENZOATO SODIO; 0,180 ;KG;;;
3702074;SEMI ACABADO;702074;ALPRAZOLAM (B1) 0,25MG COMP;1.333.320;600;010311;ESTEARATO MAGNESIO; 1,160 ;KG;;;
4702074;SEMI ACABADO;702074;ALPRAZOLAM (B1) 0,25MG COMP;1.333.320;600;010469;LAURIL SULFATO SODIO (PO); 0,980 ;KG;;;
5702074;SEMI ACABADO;702074;ALPRAZOLAM (B1) 0,25MG COMP;1.333.320;600;010859;LACTOSE (200); 148,998 ;KG;;;
6702074;SEMI ACABADO;702074;ALPRAZOLAM (B1) 0,25MG COMP;1.333.320;600;011020;CELULOSE MIC(TIPO 101); 38,326 ;KG;;;
7702074;SEMI ACABADO;702074;ALPRAZOLAM (B1) 0,25MG COMP;1.333.320;600;011455;ALPRAZOLAN MICRONIZADO (B1)**; 0,334 ;KG;;;
8702074;SEMI ACABADO;702074;ALPRAZOLAM (B1) 0,25MG COMP;1.333.320;600;010056;AMIDO; 9,240 ;KG;;;
1702075;SEMI ACABADO;702075;ALPRAZOLAM (B1) 0,50MG COMP;1.333.333;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 0,780 ;KG;;;
2702075;SEMI ACABADO;702075;ALPRAZOLAM (B1) 0,50MG COMP;1.333.333;600;010081;BENZOATO SODIO; 0,180 ;KG;;;
3702075;SEMI ACABADO;702075;ALPRAZOLAM (B1) 0,50MG COMP;1.333.333;600;010311;ESTEARATO MAGNESIO; 1,160 ;KG;;;
4702075;SEMI ACABADO;702075;ALPRAZOLAM (B1) 0,50MG COMP;1.333.333;600;010469;LAURIL SULFATO SODIO (PO); 0,980 ;KG;;;
5702075;SEMI ACABADO;702075;ALPRAZOLAM (B1) 0,50MG COMP;1.333.333;600;010859;LACTOSE (200); 149,301 ;KG;;;
6702075;SEMI ACABADO;702075;ALPRAZOLAM (B1) 0,50MG COMP;1.333.333;600;011020;CELULOSE MIC(TIPO 101); 37,640 ;KG;;;
7702075;SEMI ACABADO;702075;ALPRAZOLAM (B1) 0,50MG COMP;1.333.333;600;011049;OXIDO DE FERRO VERM(USP REF.33.8075); 0,013 ;KG;;;
8702075;SEMI ACABADO;702075;ALPRAZOLAM (B1) 0,50MG COMP;1.333.333;600;011050;OXIDO FERRO AMARELO; 0,040 ;KG;;;
9702075;SEMI ACABADO;702075;ALPRAZOLAM (B1) 0,50MG COMP;1.333.333;600;011455;ALPRAZOLAN MICRONIZADO (B1)**; 0,666 ;KG;;;
10702075;SEMI ACABADO;702075;ALPRAZOLAM (B1) 0,50MG COMP;1.333.333;600;010056;AMIDO; 9,240 ;KG;;;
1702076;SEMI ACABADO;702076;ALPRAZOLAM (B1) 1MG COMP;1.333.333;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 0,780 ;KG;;;
2702076;SEMI ACABADO;702076;ALPRAZOLAM (B1) 1MG COMP;1.333.333;600;010081;BENZOATO SODIO; 0,180 ;KG;;;
3702076;SEMI ACABADO;702076;ALPRAZOLAM (B1) 1MG COMP;1.333.333;600;010179;COR AZUL BRILHANTEFCP; 13,333 ;KG;;;
4702076;SEMI ACABADO;702076;ALPRAZOLAM (B1) 1MG COMP;1.333.333;600;010193;COR VERMELHO ERITROSINA 3; 0,040 ;KG;;;
5702076;SEMI ACABADO;702076;ALPRAZOLAM (B1) 1MG COMP;1.333.333;600;010311;ESTEARATO MAGNESIO; 1,160 ;KG;;;
6702076;SEMI ACABADO;702076;ALPRAZOLAM (B1) 1MG COMP;1.333.333;600;010469;LAURIL SULFATO SODIO (PO); 0,980 ;KG;;;
7702076;SEMI ACABADO;702076;ALPRAZOLAM (B1) 1MG COMP;1.333.333;600;010859;LACTOSE (200); 148,654 ;KG;;;
8702076;SEMI ACABADO;702076;ALPRAZOLAM (B1) 1MG COMP;1.333.333;600;011020;CELULOSE MIC(TIPO 101); 37,620 ;KG;;;
9702076;SEMI ACABADO;702076;ALPRAZOLAM (B1) 1MG COMP;1.333.333;600;011455;ALPRAZOLAN MICRONIZADO (B1)**; 1,334 ;KG;;;
10702076;SEMI ACABADO;702076;ALPRAZOLAM (B1) 1MG COMP;1.333.333;600;010056;AMIDO; 9,240 ;KG;;;
1702077;SEMI ACABADO;702077;ALPRAZOLAM (B1) 2MG COMP;769.230;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 0,780 ;KG;;;
2702077;SEMI ACABADO;702077;ALPRAZOLAM (B1) 2MG COMP;769.230;600;010081;BENZOATO SODIO; 0,180 ;KG;;;
3702077;SEMI ACABADO;702077;ALPRAZOLAM (B1) 2MG COMP;769.230;600;010311;ESTEARATO MAGNESIO; 1,160 ;KG;;;
4702077;SEMI ACABADO;702077;ALPRAZOLAM (B1) 2MG COMP;769.230;600;010469;LAURIL SULFATO SODIO (PO); 0,980 ;KG;;;
5702077;SEMI ACABADO;702077;ALPRAZOLAM (B1) 2MG COMP;769.230;600;010859;LACTOSE (200); 148,521 ;KG;;;
6702077;SEMI ACABADO;702077;ALPRAZOLAM (B1) 2MG COMP;769.230;600;011020;CELULOSE MIC(TIPO 101); 37,600 ;KG;;;
7702077;SEMI ACABADO;702077;ALPRAZOLAM (B1) 2MG COMP;769.230;600;011455;ALPRAZOLAN MICRONIZADO (B1)**; 1,539 ;KG;;;
8702077;SEMI ACABADO;702077;ALPRAZOLAM (B1) 2MG COMP;769.230;600;010056;AMIDO; 9,240 ;KG;;;
1702079;SEMI ACABADO;702079;DEFLAZACORTE 6MG COMPRIMIDO;650.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 0,820 ;KG;;;
2702079;SEMI ACABADO;702079;DEFLAZACORTE 6MG COMPRIMIDO;650.000;600;010311;ESTEARATO MAGNESIO; 0,820 ;KG;;;
3702079;SEMI ACABADO;702079;DEFLAZACORTE 6MG COMPRIMIDO;650.000;600;010331;GLICOLATO AMIDO SODICO; 2,340 ;KG;;;
4702079;SEMI ACABADO;702079;DEFLAZACORTE 6MG COMPRIMIDO;650.000;600;010501;CELULOSE MIC.(TIPO102); 23,400 ;KG;;;
5702079;SEMI ACABADO;702079;DEFLAZACORTE 6MG COMPRIMIDO;650.000;600;010739;LACTOSE (50/70); 75,630 ;KG;;;
6702079;SEMI ACABADO;702079;DEFLAZACORTE 6MG COMPRIMIDO;650.000;600;011472;DEFLAZACORTE MICRONIZADO; 3,900 ;KG;;;
7702079;SEMI ACABADO;702079;DEFLAZACORTE 6MG COMPRIMIDO;650.000;600;010056;AMIDO; 10,090 ;KG;;;
1702080;SEMI ACABADO;702080;BEZAFIBRATO 200MG COMP REV;666.666;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 2,800 ;KG;;;
2702080;SEMI ACABADO;702080;BEZAFIBRATO 200MG COMP REV;666.666;600;010120;POLIETILENOGLICOL 6000-MACROGOL 6000; 20,000 ;KG;;;
3702080;SEMI ACABADO;702080;BEZAFIBRATO 200MG COMP REV;666.666;600;010311;ESTEARATO MAGNESIO; 3,200 ;KG;;;
4702080;SEMI ACABADO;702080;BEZAFIBRATO 200MG COMP REV;666.666;600;010331;GLICOLATO AMIDO SODICO; 6,600 ;KG;;;
5702080;SEMI ACABADO;702080;BEZAFIBRATO 200MG COMP REV;666.666;600;011018;AMIDO DE MILHO PREGELATINIZADO; 16,000 ;KG;;;
6702080;SEMI ACABADO;702080;BEZAFIBRATO 200MG COMP REV;666.666;600;011020;CELULOSE MIC(TIPO 101); 18,066 ;KG;;;
7702080;SEMI ACABADO;702080;BEZAFIBRATO 200MG COMP REV;666.666;600;011032;ALC.POL.+DIOX.TIT.+PEG+TALCO; 7,000 ;KG;;;
8702080;SEMI ACABADO;702080;BEZAFIBRATO 200MG COMP REV;666.666;600;011476;BEZAFIBRATO MICRONIZADA; 133,334 ;KG;;;
1702084;SEMI ACABADO;702084;SULFATO FERROSO 109MG COMP REV;1.500.000;600;010071;CELULOSE MIC (TIPO200); 214,250 ;KG;;;
2702084;SEMI ACABADO;702084;SULFATO FERROSO 109MG COMP REV;1.500.000;600;010174;COR ALUM LACA AMARELO CREPUSCULO 6; 0,580 ;KG;;;
3702084;SEMI ACABADO;702084;SULFATO FERROSO 109MG COMP REV;1.500.000;600;010228;DIOXIDO TITANIO; 2,900 ;KG;;;
4702084;SEMI ACABADO;702084;SULFATO FERROSO 109MG COMP REV;1.500.000;600;010311;ESTEARATO MAGNESIO; 6,750 ;KG;;;
5702084;SEMI ACABADO;702084;SULFATO FERROSO 109MG COMP REV;1.500.000;600;010607;SULFATO FERROSO PO SECO; 214,000 ;KG;;;
6702084;SEMI ACABADO;702084;SULFATO FERROSO 109MG COMP REV;1.500.000;600;010923;CROSCARMELOSE SODICA; 15,000 ;KG;;;
7702084;SEMI ACABADO;702084;SULFATO FERROSO 109MG COMP REV;1.500.000;600;011049;OXIDO DE FERRO VERM(USP REF.33.8075); 0,980 ;KG;;;
8702084;SEMI ACABADO;702084;SULFATO FERROSO 109MG COMP REV;1.500.000;600;011734;ALCOOL POLIVINIL.-POLIETILENOGLICOL; 18,000 ;KG;;;
1702109;SEMI ACABADO;702109;ESPIRONOLACTONA COMP 50MG;1.818.180;600;010056;AMIDO; 272,092 ;KG;;;
2702109;SEMI ACABADO;702109;ESPIRONOLACTONA COMP 50MG;1.818.180;600;011537;ESPIRONOLACTONA; 90,910 ;KG;;;
3702109;SEMI ACABADO;702109;ESPIRONOLACTONA COMP 50MG;1.818.180;600;010964;POVIDONA K29-32; 24,000 ;KG;;;
4702109;SEMI ACABADO;702109;ESPIRONOLACTONA COMP 50MG;1.818.180;600;011689;SULFATO DE CALCIO DIHIDRATADO; 208,498 ;KG;;;
5702109;SEMI ACABADO;702109;ESPIRONOLACTONA COMP 50MG;1.818.180;600;010311;ESTEARATO MAGNESIO; 4,500 ;KG;;;
1702112;SEMI ACABADO;702112;MELOXICAM COMP 7,5MG;588.235;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 0,529 ;KG;;;
2702112;SEMI ACABADO;702112;MELOXICAM COMP 7,5MG;588.235;600;010071;CELULOSE MIC (TIPO200); 35,236 ;KG;;;
3702112;SEMI ACABADO;702112;MELOXICAM COMP 7,5MG;588.235;600;010150;CITRATO SODIO DIHIDRATADO; 6,000 ;KG;;;
4702112;SEMI ACABADO;702112;MELOXICAM COMP 7,5MG;588.235;600;010311;ESTEARATO MAGNESIO; 1,176 ;KG;;;
5702112;SEMI ACABADO;702112;MELOXICAM COMP 7,5MG;588.235;600;010469;LAURIL SULFATO SODIO (PO); 0,294 ;KG;;;
6702112;SEMI ACABADO;702112;MELOXICAM COMP 7,5MG;588.235;600;010731;FOSF.CAL.DIB.(COMPDIRETA); 19,118 ;KG;;;
7702112;SEMI ACABADO;702112;MELOXICAM COMP 7,5MG;588.235;600;010739;LACTOSE (50/70); 31,412 ;KG;;;
8702112;SEMI ACABADO;702112;MELOXICAM COMP 7,5MG;588.235;600;010923;CROSCARMELOSE SODICA; 0,647 ;KG;;;
9702112;SEMI ACABADO;702112;MELOXICAM COMP 7,5MG;588.235;600;010953;TALCO; 1,176 ;KG;;;
10702112;SEMI ACABADO;702112;MELOXICAM COMP 7,5MG;588.235;600;011103;MELOXICAM(MICRONIZADO ); 4,412 ;KG;;;
1702113;SEMI ACABADO;702113;DICLOFENACO COLESTIRAMINA CAPS 70MG;500.000;600;010122;CARVAO ATIVO; 0,005 ;KG;;;
2702113;SEMI ACABADO;702113;DICLOFENACO COLESTIRAMINA CAPS 70MG;500.000;600;010311;ESTEARATO MAGNESIO; 0,495 ;KG;;;
3702113;SEMI ACABADO;702113;DICLOFENACO COLESTIRAMINA CAPS 70MG;500.000;600;010960;CAPS 3 VERDE/BRANCA; 500.000,000 ;UN;;;
4702113;SEMI ACABADO;702113;DICLOFENACO COLESTIRAMINA CAPS 70MG;500.000;600;011650;DICLOFENACO DE COLESTIRAMINA; 70,000 ;KG;;;
1702132;SEMI ACABADO;702132;CARI+PARA+CAF+DICL.S.125+300+30+50MG COM;900.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 0,600 ;KG;;;
2702132;SEMI ACABADO;702132;CARI+PARA+CAF+DICL.S.125+300+30+50MG COM;900.000;600;010104;CAFEINA ANIDRA; 27,000 ;KG;;;
3702132;SEMI ACABADO;702132;CARI+PARA+CAF+DICL.S.125+300+30+50MG COM;900.000;600;010174;COR ALUM LACA AMARELO CREPUSCULO 6; 0,900 ;KG;;;
4702132;SEMI ACABADO;702132;CARI+PARA+CAF+DICL.S.125+300+30+50MG COM;900.000;600;010221;DICLOFENACO SODICO(FREE BROMIDE100%); 45,000 ;KG;;;
5702132;SEMI ACABADO;702132;CARI+PARA+CAF+DICL.S.125+300+30+50MG COM;900.000;600;010311;ESTEARATO MAGNESIO; 3,000 ;KG;;;
6702132;SEMI ACABADO;702132;CARI+PARA+CAF+DICL.S.125+300+30+50MG COM;900.000;600;010915;CARISOPRODOL; 112,500 ;KG;;;
7702132;SEMI ACABADO;702132;CARI+PARA+CAF+DICL.S.125+300+30+50MG COM;900.000;600;010923;CROSCARMELOSE SODICA; 12,000 ;KG;;;
8702132;SEMI ACABADO;702132;CARI+PARA+CAF+DICL.S.125+300+30+50MG COM;900.000;600;010953;TALCO; 3,000 ;KG;;;
9702132;SEMI ACABADO;702132;CARI+PARA+CAF+DICL.S.125+300+30+50MG COM;900.000;600;011609;PARACETAMOL 90%; 300,000 ;KG;;;
1702133;SEMI ACABADO;702133;CLOR.CLOMIPRAMINA (C1) 75MG COMP REV;500.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 1,000 ;KG;;;
2702133;SEMI ACABADO;702133;CLOR.CLOMIPRAMINA (C1) 75MG COMP REV;500.000;600;010047;ALCOOL ISOPROPILICO(ISOPROPANOL); 18,000 ;KG;;;
3702133;SEMI ACABADO;702133;CLOR.CLOMIPRAMINA (C1) 75MG COMP REV;500.000;600;010228;DIOXIDO TITANIO; 1,096 ;KG;;;
4702133;SEMI ACABADO;702133;CLOR.CLOMIPRAMINA (C1) 75MG COMP REV;500.000;600;010311;ESTEARATO MAGNESIO; 0,500 ;KG;;;
5702133;SEMI ACABADO;702133;CLOR.CLOMIPRAMINA (C1) 75MG COMP REV;500.000;600;010324;POL.ANI AC METACRIL(EUDRAGIT L 100); 6,000 ;KG;;;
6702133;SEMI ACABADO;702133;CLOR.CLOMIPRAMINA (C1) 75MG COMP REV;500.000;600;010731;FOSF.CAL.DIB.(COMPDIRETA); 55,000 ;KG;;;
7702133;SEMI ACABADO;702133;CLOR.CLOMIPRAMINA (C1) 75MG COMP REV;500.000;600;011049;OXIDO DE FERRO VERM(USP REF.33.8075); 0,065 ;KG;;;
8702133;SEMI ACABADO;702133;CLOR.CLOMIPRAMINA (C1) 75MG COMP REV;500.000;600;011548;CLOR.CLOMIPRAMINA (C1)**; 37,500 ;KG;;;
9702133;SEMI ACABADO;702133;CLOR.CLOMIPRAMINA (C1) 75MG COMP REV;500.000;600;011668;ALCOOL POLIVINILICO+TALCO+PEG; 3,500 ;KG;;;
1702327;SEMI ACABADO;702327;CLOR.TRAMADOL (A2)CAPS 50MG;454.545;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 0,273 ;KG;;;
2702327;SEMI ACABADO;702327;CLOR.TRAMADOL (A2)CAPS 50MG;454.545;600;010071;CELULOSE MIC (TIPO200); 25,682 ;KG;;;
3702327;SEMI ACABADO;702327;CLOR.TRAMADOL (A2)CAPS 50MG;454.545;600;010311;ESTEARATO MAGNESIO; 0,318 ;KG;;;
4702327;SEMI ACABADO;702327;CLOR.TRAMADOL (A2)CAPS 50MG;454.545;600;010331;GLICOLATO AMIDO SODICO; 1,000 ;KG;;;
5702327;SEMI ACABADO;702327;CLOR.TRAMADOL (A2)CAPS 50MG;454.545;600;010954;CAPS 3 AZUL/BRANCA; 454.545,000 ;UN;;;
6702327;SEMI ACABADO;702327;CLOR.TRAMADOL (A2)CAPS 50MG;454.545;600;011543;CLOR.TRAMADOL (A2)**; 22,727 ;KG;;;
1702345;SEMI ACABADO;702345;DEFLAZACORTE 7,5MGCOMP;650.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 0,819 ;KG;;;
2702345;SEMI ACABADO;702345;DEFLAZACORTE 7,5MGCOMP;650.000;600;010311;ESTEARATO MAGNESIO; 0,819 ;KG;;;
3702345;SEMI ACABADO;702345;DEFLAZACORTE 7,5MGCOMP;650.000;600;010331;GLICOLATO AMIDO SODICO; 2,340 ;KG;;;
4702345;SEMI ACABADO;702345;DEFLAZACORTE 7,5MGCOMP;650.000;600;010501;CELULOSE MIC.(TIPO102); 23,400 ;KG;;;
5702345;SEMI ACABADO;702345;DEFLAZACORTE 7,5MGCOMP;650.000;600;010739;LACTOSE (50/70); 74,672 ;KG;;;
6702345;SEMI ACABADO;702345;DEFLAZACORTE 7,5MGCOMP;650.000;600;011472;DEFLAZACORTE MICRONIZADO; 4,875 ;KG;;;
7702345;SEMI ACABADO;702345;DEFLAZACORTE 7,5MGCOMP;650.000;600;010056;AMIDO; 10,075 ;KG;;;
1702360;SEMI ACABADO;702360;GLIMEPIRIDA 2MG COMPRIMIDO;1.176.470;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 0,496 ;KG;;;
2702360;SEMI ACABADO;702360;GLIMEPIRIDA 2MG COMPRIMIDO;1.176.470;600;010046;ALCOOL ETILICO; 43,529 ;KG;;;
3702360;SEMI ACABADO;702360;GLIMEPIRIDA 2MG COMPRIMIDO;1.176.470;600;010184;COR ALUM LACA AZUL2; 0,080 ;KG;;;
4702360;SEMI ACABADO;702360;GLIMEPIRIDA 2MG COMPRIMIDO;1.176.470;600;010311;ESTEARATO MAGNESIO; 1,000 ;KG;;;
