Concatenar;Status;Semi-acabado;Descrição Semi-acabado;Qtd Semi-acabado;Centro Semi-acabado;Matéria-Prima;Descrição Matéria-Prima;Qtd Matéria-Prima;UN Matéria-Prima;;;
6703156;SEMI ACABADO;703156;VALSARTANA+ANLODIPINO 160/5MG COM REV;1.700.000;600;010739;LACTOSE (50/70); 89,250 ;KG;;;
7703156;SEMI ACABADO;703156;VALSARTANA+ANLODIPINO 160/5MG COM REV;1.700.000;600;010923;CROSCARMELOSE SODICA; 11,900 ;KG;;;
8703156;SEMI ACABADO;703156;VALSARTANA+ANLODIPINO 160/5MG COM REV;1.700.000;600;011032;ALC.POL.+DIOX.TIT.+PEG+TALCO; 17,610 ;KG;;;
9703156;SEMI ACABADO;703156;VALSARTANA+ANLODIPINO 160/5MG COM REV;1.700.000;600;011049;OXIDO DE FERRO VERM(USP REF.33.8075); 0,020 ;KG;;;
10703156;SEMI ACABADO;703156;VALSARTANA+ANLODIPINO 160/5MG COM REV;1.700.000;600;011050;OXIDO FERRO AMARELO; 0,230 ;KG;;;
11703156;SEMI ACABADO;703156;VALSARTANA+ANLODIPINO 160/5MG COM REV;1.700.000;600;011360;BESILATO DE ANLODIPINO; 11,790 ;KG;;;
1703160;SEMI ACABADO;703160;CLOR. DULOXETINA (C1) 30MG CAP;875.433;600;011361;CAPS 2 BCO / BCO; 875.433,000 ;UN;;;
2703160;SEMI ACABADO;703160;CLOR. DULOXETINA (C1) 30MG CAP;875.433;600;013516;CLORIDRATO DE DULOXETINA PELLETS 17%(C1); 154,514 ;KG;;;
1703161;SEMI ACABADO;703161;CLOR. DULOXETINA (C1) 60MG CAP;437.840;600;010887;CAPS 0 BCO/AZUL ROYAL; 437.840,000 ;UN;;;
2703161;SEMI ACABADO;703161;CLOR. DULOXETINA (C1) 60MG CAP;437.840;600;013516;CLORIDRATO DE DULOXETINA PELLETS 17%(C1); 154,514 ;KG;;;
1703162;SEMI ACABADO;703162;TELMISARTANA + HCT 80MG + 25MG COM;500.000;600;010553;CROSPOVIDONE; 12,000 ;KG;;;
2703162;SEMI ACABADO;703162;TELMISARTANA + HCT 80MG + 25MG COM;500.000;600;010056;AMIDO; 8,000 ;KG;;;
3703162;SEMI ACABADO;703162;TELMISARTANA + HCT 80MG + 25MG COM;500.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 0,500 ;KG;;;
4703162;SEMI ACABADO;703162;TELMISARTANA + HCT 80MG + 25MG COM;500.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 1,200 ;KG;;;
5703162;SEMI ACABADO;703162;TELMISARTANA + HCT 80MG + 25MG COM;500.000;600;010046;ALCOOL ETILICO; 10,125 ;KG;;;
6703162;SEMI ACABADO;703162;TELMISARTANA + HCT 80MG + 25MG COM;500.000;600;010046;ALCOOL ETILICO; 10,125 ;KG;;;
7703162;SEMI ACABADO;703162;TELMISARTANA + HCT 80MG + 25MG COM;500.000;600;010046;ALCOOL ETILICO; 48,600 ;KG;;;
8703162;SEMI ACABADO;703162;TELMISARTANA + HCT 80MG + 25MG COM;500.000;600;010311;ESTEARATO MAGNESIO; 1,000 ;KG;;;
9703162;SEMI ACABADO;703162;TELMISARTANA + HCT 80MG + 25MG COM;500.000;600;010311;ESTEARATO MAGNESIO; 2,400 ;KG;;;
10703162;SEMI ACABADO;703162;TELMISARTANA + HCT 80MG + 25MG COM;500.000;600;010331;GLICOLATO AMIDO SODICO; 3,000 ;KG;;;
11703162;SEMI ACABADO;703162;TELMISARTANA + HCT 80MG + 25MG COM;500.000;600;010451;HIDROXIDO SODIO; 1,920 ;KG;;;
12703162;SEMI ACABADO;703162;TELMISARTANA + HCT 80MG + 25MG COM;500.000;600;010501;CELULOSE MIC.(TIPO102); 38,880 ;KG;;;
13703162;SEMI ACABADO;703162;TELMISARTANA + HCT 80MG + 25MG COM;500.000;600;010501;CELULOSE MIC.(TIPO102); 40,000 ;KG;;;
14703162;SEMI ACABADO;703162;TELMISARTANA + HCT 80MG + 25MG COM;500.000;600;010739;LACTOSE (50/70); 34,730 ;KG;;;
15703162;SEMI ACABADO;703162;TELMISARTANA + HCT 80MG + 25MG COM;500.000;600;010739;LACTOSE (50/70); 120,000 ;KG;;;
16703162;SEMI ACABADO;703162;TELMISARTANA + HCT 80MG + 25MG COM;500.000;600;010964;POVIDONA K29-32; 4,800 ;KG;;;
17703162;SEMI ACABADO;703162;TELMISARTANA + HCT 80MG + 25MG COM;500.000;600;011050;OXIDO FERRO AMARELO; 0,270 ;KG;;;
18703162;SEMI ACABADO;703162;TELMISARTANA + HCT 80MG + 25MG COM;500.000;600;012489;MEGLUMINA; 14,400 ;KG;;;
19703162;SEMI ACABADO;703162;TELMISARTANA + HCT 80MG + 25MG COM;500.000;600;013368;TELMISARTANA; 42,000 ;KG;;;
20703162;SEMI ACABADO;703162;TELMISARTANA + HCT 80MG + 25MG COM;500.000;600;013796;HIDROCLOROTIAZIDA MICRONIZADA (58-93-5); 12,500 ;KG;;;
21703162;SEMI ACABADO;703162;TELMISARTANA + HCT 80MG + 25MG COM;500.000;600;010553;CROSPOVIDONE; 2,400 ;KG;;;
1703163;SEMI ACABADO;703163;TELMISARTANA + HCT 40MG + 12,5MG COM;1.000.000;600;010056;AMIDO; 16,000 ;KG;;;
2703163;SEMI ACABADO;703163;TELMISARTANA + HCT 40MG + 12,5MG COM;1.000.000;600;010553;CROSPOVIDONE; 12,000 ;KG;;;
3703163;SEMI ACABADO;703163;TELMISARTANA + HCT 40MG + 12,5MG COM;1.000.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 1,000 ;KG;;;
4703163;SEMI ACABADO;703163;TELMISARTANA + HCT 40MG + 12,5MG COM;1.000.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 1,200 ;KG;;;
5703163;SEMI ACABADO;703163;TELMISARTANA + HCT 40MG + 12,5MG COM;1.000.000;600;010046;ALCOOL ETILICO; 10,800 ;KG;;;
6703163;SEMI ACABADO;703163;TELMISARTANA + HCT 40MG + 12,5MG COM;1.000.000;600;010046;ALCOOL ETILICO; 10,800 ;KG;;;
7703163;SEMI ACABADO;703163;TELMISARTANA + HCT 40MG + 12,5MG COM;1.000.000;600;010046;ALCOOL ETILICO; 48,600 ;KG;;;
8703163;SEMI ACABADO;703163;TELMISARTANA + HCT 40MG + 12,5MG COM;1.000.000;600;010311;ESTEARATO MAGNESIO; 2,000 ;KG;;;
9703163;SEMI ACABADO;703163;TELMISARTANA + HCT 40MG + 12,5MG COM;1.000.000;600;010311;ESTEARATO MAGNESIO; 2,400 ;KG;;;
10703163;SEMI ACABADO;703163;TELMISARTANA + HCT 40MG + 12,5MG COM;1.000.000;600;010331;GLICOLATO AMIDO SODICO; 6,000 ;KG;;;
11703163;SEMI ACABADO;703163;TELMISARTANA + HCT 40MG + 12,5MG COM;1.000.000;600;010451;HIDROXIDO SODIO; 1,920 ;KG;;;
12703163;SEMI ACABADO;703163;TELMISARTANA + HCT 40MG + 12,5MG COM;1.000.000;600;010501;CELULOSE MIC.(TIPO102); 38,880 ;KG;;;
13703163;SEMI ACABADO;703163;TELMISARTANA + HCT 40MG + 12,5MG COM;1.000.000;600;010501;CELULOSE MIC.(TIPO102); 80,000 ;KG;;;
14703163;SEMI ACABADO;703163;TELMISARTANA + HCT 40MG + 12,5MG COM;1.000.000;600;010739;LACTOSE (50/70); 81,960 ;KG;;;
15703163;SEMI ACABADO;703163;TELMISARTANA + HCT 40MG + 12,5MG COM;1.000.000;600;010739;LACTOSE (50/70); 120,000 ;KG;;;
16703163;SEMI ACABADO;703163;TELMISARTANA + HCT 40MG + 12,5MG COM;1.000.000;600;010964;POVIDONA K29-32; 4,800 ;KG;;;
17703163;SEMI ACABADO;703163;TELMISARTANA + HCT 40MG + 12,5MG COM;1.000.000;600;011049;OXIDO DE FERRO VERM(USP REF.33.8075); 0,540 ;KG;;;
18703163;SEMI ACABADO;703163;TELMISARTANA + HCT 40MG + 12,5MG COM;1.000.000;600;012489;MEGLUMINA; 14,400 ;KG;;;
19703163;SEMI ACABADO;703163;TELMISARTANA + HCT 40MG + 12,5MG COM;1.000.000;600;013368;TELMISARTANA; 42,000 ;KG;;;
20703163;SEMI ACABADO;703163;TELMISARTANA + HCT 40MG + 12,5MG COM;1.000.000;600;013796;HIDROCLOROTIAZIDA MICRONIZADA (58-93-5); 12,500 ;KG;;;
21703163;SEMI ACABADO;703163;TELMISARTANA + HCT 40MG + 12,5MG COM;1.000.000;600;010553;CROSPOVIDONE; 2,400 ;KG;;;
1703167;SEMI ACABADO;703167;CLORIDRATO ZIPRASIDONA (C1) 80MG CAP;500.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 0,900 ;KG;;;
2703167;SEMI ACABADO;703167;CLORIDRATO ZIPRASIDONA (C1) 80MG CAP;500.000;600;010200;OLEO DE RICINO HIDROGENADO ETOXILADO; 3,600 ;KG;;;
3703167;SEMI ACABADO;703167;CLORIDRATO ZIPRASIDONA (C1) 80MG CAP;500.000;600;010739;LACTOSE (50/70); 112,167 ;KG;;;
4703167;SEMI ACABADO;703167;CLORIDRATO ZIPRASIDONA (C1) 80MG CAP;500.000;600;011018;AMIDO DE MILHO PREGELATINIZADO; 18,000 ;KG;;;
5703167;SEMI ACABADO;703167;CLORIDRATO ZIPRASIDONA (C1) 80MG CAP;500.000;600;011215;CAPS 0 AZUL / AZUL; 500.000,000 ;UN;;;
6703167;SEMI ACABADO;703167;CLORIDRATO ZIPRASIDONA (C1) 80MG CAP;500.000;600;012351;ESTEARIL FUMARATO DE SODIO; 1,800 ;KG;;;
7703167;SEMI ACABADO;703167;CLORIDRATO ZIPRASIDONA (C1) 80MG CAP;500.000;600;016366;CLOR. DE ZIPRASIDONA MONO. MICRON. (C1); 43,533 ;KG;;;
1703171;SEMI ACABADO;703171;EZETIMIBA 10MG COM;2.500.000;600;010311;ESTEARATO MAGNESIO; 2,500 ;KG;;;
2703171;SEMI ACABADO;703171;EZETIMIBA 10MG COM;2.500.000;600;010469;LAURIL SULFATO SODIO (PO); 5,000 ;KG;;;
3703171;SEMI ACABADO;703171;EZETIMIBA 10MG COM;2.500.000;600;010501;CELULOSE MIC.(TIPO102); 50,000 ;KG;;;
4703171;SEMI ACABADO;703171;EZETIMIBA 10MG COM;2.500.000;600;010859;LACTOSE (200); 135,000 ;KG;;;
5703171;SEMI ACABADO;703171;EZETIMIBA 10MG COM;2.500.000;600;010923;CROSCARMELOSE SODICA; 20,000 ;KG;;;
6703171;SEMI ACABADO;703171;EZETIMIBA 10MG COM;2.500.000;600;010964;POVIDONA K29-32; 10,000 ;KG;;;
7703171;SEMI ACABADO;703171;EZETIMIBA 10MG COM;2.500.000;600;012508;EZETIMIBA (163222-33-1); 25,000 ;KG;;;
8703171;SEMI ACABADO;703171;EZETIMIBA 10MG COM;2.500.000;600;013140;DOCUSATO SODICO 100%; 2,500 ;KG;;;
1703172;SEMI ACABADO;703172;EZETIMIBA+SINVASTATINA 10/10MG COM;600.000;600;010018;ACIDO CITRICO ANIDRO; 0,152 ;KG;;;
2703172;SEMI ACABADO;703172;EZETIMIBA+SINVASTATINA 10/10MG COM;600.000;600;010046;ALCOOL ETILICO; 3,888 ;KG;;;
3703172;SEMI ACABADO;703172;EZETIMIBA+SINVASTATINA 10/10MG COM;600.000;600;010311;ESTEARATO MAGNESIO; 0,900 ;KG;;;
4703172;SEMI ACABADO;703172;EZETIMIBA+SINVASTATINA 10/10MG COM;600.000;600;010501;CELULOSE MIC.(TIPO102); 4,500 ;KG;;;
5703172;SEMI ACABADO;703172;EZETIMIBA+SINVASTATINA 10/10MG COM;600.000;600;010501;CELULOSE MIC.(TIPO102); 4,500 ;KG;;;
6703172;SEMI ACABADO;703172;EZETIMIBA+SINVASTATINA 10/10MG COM;600.000;600;010859;LACTOSE (200); 34,935 ;KG;;;
7703172;SEMI ACABADO;703172;EZETIMIBA+SINVASTATINA 10/10MG COM;600.000;600;010923;CROSCARMELOSE SODICA; 0,540 ;KG;;;
8703172;SEMI ACABADO;703172;EZETIMIBA+SINVASTATINA 10/10MG COM;600.000;600;010923;CROSCARMELOSE SODICA; 1,260 ;KG;;;
9703172;SEMI ACABADO;703172;EZETIMIBA+SINVASTATINA 10/10MG COM;600.000;600;011442;BUTILHIDROXIANISOL(BHA)(I); 0,012 ;KG;;;
10703172;SEMI ACABADO;703172;EZETIMIBA+SINVASTATINA 10/10MG COM;600.000;600;011723;HIDROXIPROPILMETILCELULOSE E-5; 1,200 ;KG;;;
11703172;SEMI ACABADO;703172;EZETIMIBA+SINVASTATINA 10/10MG COM;600.000;600;012508;EZETIMIBA (163222-33-1); 6,000 ;KG;;;
12703172;SEMI ACABADO;703172;EZETIMIBA+SINVASTATINA 10/10MG COM;600.000;600;014696;PROPILGALATO; 2,400 ;KG;;;
13703172;SEMI ACABADO;703172;EZETIMIBA+SINVASTATINA 10/10MG COM;600.000;600;018314;SINVASTATINA MICRONIZADA; 6,000 ;KG;;;
1703173;SEMI ACABADO;703173;EZETIMIBA+SINVASTATINA 10/20MG COM ;1.500.000;600;010018;ACIDO CITRICO ANIDRO; 0,750 ;KG;;;
2703173;SEMI ACABADO;703173;EZETIMIBA+SINVASTATINA 10/20MG COM ;1.500.000;600;010046;ALCOOL ETILICO; 19,440 ;KG;;;
3703173;SEMI ACABADO;703173;EZETIMIBA+SINVASTATINA 10/20MG COM ;1.500.000;600;010311;ESTEARATO MAGNESIO; 4,500 ;KG;;;
4703173;SEMI ACABADO;703173;EZETIMIBA+SINVASTATINA 10/20MG COM ;1.500.000;600;010501;CELULOSE MIC.(TIPO102); 22,500 ;KG;;;
5703173;SEMI ACABADO;703173;EZETIMIBA+SINVASTATINA 10/20MG COM ;1.500.000;600;010501;CELULOSE MIC.(TIPO102); 22,500 ;KG;;;
6703173;SEMI ACABADO;703173;EZETIMIBA+SINVASTATINA 10/20MG COM ;1.500.000;600;010859;LACTOSE (200); 189,675 ;KG;;;
7703173;SEMI ACABADO;703173;EZETIMIBA+SINVASTATINA 10/20MG COM ;1.500.000;600;010923;CROSCARMELOSE SODICA; 2,700 ;KG;;;
8703173;SEMI ACABADO;703173;EZETIMIBA+SINVASTATINA 10/20MG COM ;1.500.000;600;010923;CROSCARMELOSE SODICA; 6,300 ;KG;;;
9703173;SEMI ACABADO;703173;EZETIMIBA+SINVASTATINA 10/20MG COM ;1.500.000;600;011442;BUTILHIDROXIANISOL(BHA)(I); 0,060 ;KG;;;
10703173;SEMI ACABADO;703173;EZETIMIBA+SINVASTATINA 10/20MG COM ;1.500.000;600;011723;HIDROXIPROPILMETILCELULOSE E-5; 6,000 ;KG;;;
11703173;SEMI ACABADO;703173;EZETIMIBA+SINVASTATINA 10/20MG COM ;1.500.000;600;012508;EZETIMIBA (163222-33-1); 15,000 ;KG;;;
12703173;SEMI ACABADO;703173;EZETIMIBA+SINVASTATINA 10/20MG COM ;1.500.000;600;014696;PROPILGALATO; 0,015 ;KG;;;
13703173;SEMI ACABADO;703173;EZETIMIBA+SINVASTATINA 10/20MG COM ;1.500.000;600;018314;SINVASTATINA MICRONIZADA; 30,000 ;KG;;;
1703174;SEMI ACABADO;703174;EZETIMIBA+SINVASTATINA 10/40MG COM;500.000;600;010018;ACIDO CITRICO ANIDRO; 0,500 ;KG;;;
2703174;SEMI ACABADO;703174;EZETIMIBA+SINVASTATINA 10/40MG COM;500.000;600;010046;ALCOOL ETILICO; 12,555 ;KG;;;
3703174;SEMI ACABADO;703174;EZETIMIBA+SINVASTATINA 10/40MG COM;500.000;600;010311;ESTEARATO MAGNESIO; 3,000 ;KG;;;
4703174;SEMI ACABADO;703174;EZETIMIBA+SINVASTATINA 10/40MG COM;500.000;600;010501;CELULOSE MIC.(TIPO102); 15,000 ;KG;;;
5703174;SEMI ACABADO;703174;EZETIMIBA+SINVASTATINA 10/40MG COM;500.000;600;010501;CELULOSE MIC.(TIPO102); 15,000 ;KG;;;
6703174;SEMI ACABADO;703174;EZETIMIBA+SINVASTATINA 10/40MG COM;500.000;600;010859;LACTOSE (200); 131,450 ;KG;;;
7703174;SEMI ACABADO;703174;EZETIMIBA+SINVASTATINA 10/40MG COM;500.000;600;010923;CROSCARMELOSE SODICA; 1,800 ;KG;;;
8703174;SEMI ACABADO;703174;EZETIMIBA+SINVASTATINA 10/40MG COM;500.000;600;010923;CROSCARMELOSE SODICA; 4,200 ;KG;;;
9703174;SEMI ACABADO;703174;EZETIMIBA+SINVASTATINA 10/40MG COM;500.000;600;011442;BUTILHIDROXIANISOL(BHA)(I); 0,040 ;KG;;;
10703174;SEMI ACABADO;703174;EZETIMIBA+SINVASTATINA 10/40MG COM;500.000;600;011723;HIDROXIPROPILMETILCELULOSE E-5; 4,000 ;KG;;;
11703174;SEMI ACABADO;703174;EZETIMIBA+SINVASTATINA 10/40MG COM;500.000;600;012508;EZETIMIBA (163222-33-1); 5,000 ;KG;;;
12703174;SEMI ACABADO;703174;EZETIMIBA+SINVASTATINA 10/40MG COM;500.000;600;014696;PROPILGALATO; 0,010 ;KG;;;
13703174;SEMI ACABADO;703174;EZETIMIBA+SINVASTATINA 10/40MG COM;500.000;600;018314;SINVASTATINA MICRONIZADA; 20,000 ;KG;;;
1703186;SEMI ACABADO;703186;CITRATO DE SILDENAFILA 20MG COM VER;1.000.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 1,680 ;KG;;;
2703186;SEMI ACABADO;703186;CITRATO DE SILDENAFILA 20MG COM VER;1.000.000;600;010046;ALCOOL ETILICO; 34,830 ;KG;;;
3703186;SEMI ACABADO;703186;CITRATO DE SILDENAFILA 20MG COM VER;1.000.000;600;010311;ESTEARATO MAGNESIO; 2,380 ;KG;;;
4703186;SEMI ACABADO;703186;CITRATO DE SILDENAFILA 20MG COM VER;1.000.000;600;010739;LACTOSE (50/70); 16,800 ;KG;;;
5703186;SEMI ACABADO;703186;CITRATO DE SILDENAFILA 20MG COM VER;1.000.000;600;010923;CROSCARMELOSE SODICA; 4,900 ;KG;;;
6703186;SEMI ACABADO;703186;CITRATO DE SILDENAFILA 20MG COM VER;1.000.000;600;011531;CITRATO SILDENAFILA; 28,096 ;KG;;;
7703186;SEMI ACABADO;703186;CITRATO DE SILDENAFILA 20MG COM VER;1.000.000;600;012059;HPMC + PEG + DIOXIDO TITANIO; 4,200 ;KG;;;
8703186;SEMI ACABADO;703186;CITRATO DE SILDENAFILA 20MG COM VER;1.000.000;600;012459;CELULOSE MICROCRISTALINA (TIPO 302); 86,144 ;KG;;;
1703189;SEMI ACABADO;703189;MICOFENOLATO SODICO 180MG C REV LIB RET;300.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 1,980 ;KG;;;
2703189;SEMI ACABADO;703189;MICOFENOLATO SODICO 180MG C REV LIB RET;300.000;600;010046;ALCOOL ETILICO; 18,954 ;KG;;;
3703189;SEMI ACABADO;703189;MICOFENOLATO SODICO 180MG C REV LIB RET;300.000;600;010311;ESTEARATO MAGNESIO; 0,975 ;KG;;;
4703189;SEMI ACABADO;703189;MICOFENOLATO SODICO 180MG C REV LIB RET;300.000;600;010739;LACTOSE (50/70); 17,070 ;KG;;;
5703189;SEMI ACABADO;703189;MICOFENOLATO SODICO 180MG C REV LIB RET;300.000;600;010923;CROSCARMELOSE SODICA; 12,000 ;KG;;;
6703189;SEMI ACABADO;703189;MICOFENOLATO SODICO 180MG C REV LIB RET;300.000;600;010965;POVIDONA K-90; 3,255 ;KG;;;
7703189;SEMI ACABADO;703189;MICOFENOLATO SODICO 180MG C REV LIB RET;300.000;600;011723;HIDROXIPROPILMETILCELULOSE E-5; 0,320 ;KG;;;
8703189;SEMI ACABADO;703189;MICOFENOLATO SODICO 180MG C REV LIB RET;300.000;600;011783;MICOFENOLATO SODICO; 57,720 ;KG;;;
9703189;SEMI ACABADO;703189;MICOFENOLATO SODICO 180MG C REV LIB RET;300.000;600;014660;SURELEASE 19040; 2,470 ;KG;;;
1703190;SEMI ACABADO;703190;MICOFENOLATO SODICO 360MG C REV LIB RET;400.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 5,280 ;KG;;;
2703190;SEMI ACABADO;703190;MICOFENOLATO SODICO 360MG C REV LIB RET;400.000;600;010046;ALCOOL ETILICO; 62,800 ;KG;;;
3703190;SEMI ACABADO;703190;MICOFENOLATO SODICO 360MG C REV LIB RET;400.000;600;010311;ESTEARATO MAGNESIO; 2,600 ;KG;;;
4703190;SEMI ACABADO;703190;MICOFENOLATO SODICO 360MG C REV LIB RET;400.000;600;010739;LACTOSE (50/70); 45,560 ;KG;;;
5703190;SEMI ACABADO;703190;MICOFENOLATO SODICO 360MG C REV LIB RET;400.000;600;010923;CROSCARMELOSE SODICA; 32,000 ;KG;;;
6703190;SEMI ACABADO;703190;MICOFENOLATO SODICO 360MG C REV LIB RET;400.000;600;010965;POVIDONA K-90; 8,680 ;KG;;;
7703190;SEMI ACABADO;703190;MICOFENOLATO SODICO 360MG C REV LIB RET;400.000;600;011723;HIDROXIPROPILMETILCELULOSE E-5; 0,853 ;KG;;;
8703190;SEMI ACABADO;703190;MICOFENOLATO SODICO 360MG C REV LIB RET;400.000;600;011783;MICOFENOLATO SODICO; 153,880 ;KG;;;
9703190;SEMI ACABADO;703190;MICOFENOLATO SODICO 360MG C REV LIB RET;400.000;600;014660;SURELEASE 19040; 6,587 ;KG;;;
1703191;SEMI ACABADO;703191;ROSUVASTATINA CALCICA 40MG COM REV;200.000;600;010501;CELULOSE MIC.(TIPO102); 18,100 ;KG;;;
2703191;SEMI ACABADO;703191;ROSUVASTATINA CALCICA 40MG COM REV;200.000;600;010553;CROSPOVIDONE; 8,400 ;KG;;;
3703191;SEMI ACABADO;703191;ROSUVASTATINA CALCICA 40MG COM REV;200.000;600;010409;FOSFATO SODIO DIBASICO ANIDRO; 12,000 ;KG;;;
4703191;SEMI ACABADO;703191;ROSUVASTATINA CALCICA 40MG COM REV;200.000;600;011776;ROSUVASTATINA CALCICA; 8,320 ;KG;;;
5703191;SEMI ACABADO;703191;ROSUVASTATINA CALCICA 40MG COM REV;200.000;600;010739;LACTOSE (50/70); 71,680 ;KG;;;
6703191;SEMI ACABADO;703191;ROSUVASTATINA CALCICA 40MG COM REV;200.000;600;010311;ESTEARATO MAGNESIO; 1,500 ;KG;;;
7703191;SEMI ACABADO;703191;ROSUVASTATINA CALCICA 40MG COM REV;200.000;600;010228;DIOXIDO TITANIO; 0,585 ;KG;;;
8703191;SEMI ACABADO;703191;ROSUVASTATINA CALCICA 40MG COM REV;200.000;600;011049;OXIDO DE FERRO VERM(USP REF.33.8075); 0,015 ;KG;;;
9703191;SEMI ACABADO;703191;ROSUVASTATINA CALCICA 40MG COM REV;200.000;600;011050;OXIDO FERRO AMARELO; 0,008 ;KG;;;
10703191;SEMI ACABADO;703191;ROSUVASTATINA CALCICA 40MG COM REV;200.000;600;010979;HPMC+PEG; 1,800 ;KG;;;
1703192;SEMI ACABADO;703192;ROSUVASTATINA CALCICA 5MG COM REV;2.000.000;600;010553;CROSPOVIDONE; 7,500 ;KG;;;
2703192;SEMI ACABADO;703192;ROSUVASTATINA CALCICA 5MG COM REV;2.000.000;600;010228;DIOXIDO TITANIO; 0,740 ;KG;;;
3703192;SEMI ACABADO;703192;ROSUVASTATINA CALCICA 5MG COM REV;2.000.000;600;010311;ESTEARATO MAGNESIO; 1,876 ;KG;;;
4703192;SEMI ACABADO;703192;ROSUVASTATINA CALCICA 5MG COM REV;2.000.000;600;010409;FOSFATO SODIO DIBASICO ANIDRO; 15,000 ;KG;;;
5703192;SEMI ACABADO;703192;ROSUVASTATINA CALCICA 5MG COM REV;2.000.000;600;010501;CELULOSE MIC.(TIPO102); 18,000 ;KG;;;
6703192;SEMI ACABADO;703192;ROSUVASTATINA CALCICA 5MG COM REV;2.000.000;600;010739;LACTOSE (50/70); 97,224 ;KG;;;
7703192;SEMI ACABADO;703192;ROSUVASTATINA CALCICA 5MG COM REV;2.000.000;600;010979;HPMC+PEG; 2,250 ;KG;;;
8703192;SEMI ACABADO;703192;ROSUVASTATINA CALCICA 5MG COM REV;2.000.000;600;011049;OXIDO DE FERRO VERM(USP REF.33.8075); 0,020 ;KG;;;
9703192;SEMI ACABADO;703192;ROSUVASTATINA CALCICA 5MG COM REV;2.000.000;600;011050;OXIDO FERRO AMARELO; 0,010 ;KG;;;
10703192;SEMI ACABADO;703192;ROSUVASTATINA CALCICA 5MG COM REV;2.000.000;600;011776;ROSUVASTATINA; 10,400 ;KG;;;
1703204;SEMI ACABADO;703204;ARIPIPRAZOL (C1) 10MG COM;800.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 0,400 ;KG;;;
2703204;SEMI ACABADO;703204;ARIPIPRAZOL (C1) 10MG COM;800.000;600;010311;ESTEARATO MAGNESIO; 0,800 ;KG;;;
3703204;SEMI ACABADO;703204;ARIPIPRAZOL (C1) 10MG COM;800.000;600;010501;CELULOSE MIC.(TIPO102); 20,784 ;KG;;;
4703204;SEMI ACABADO;703204;ARIPIPRAZOL (C1) 10MG COM;800.000;600;010739;LACTOSE (50/70); 17,824 ;KG;;;
5703204;SEMI ACABADO;703204;ARIPIPRAZOL (C1) 10MG COM;800.000;600;010739;LACTOSE (50/70); 21,776 ;KG;;;
6703204;SEMI ACABADO;703204;ARIPIPRAZOL (C1) 10MG COM;800.000;600;011018;AMIDO DE MILHO PREGELATINIZADO; 1,600 ;KG;;;
7703204;SEMI ACABADO;703204;ARIPIPRAZOL (C1) 10MG COM;800.000;600;011018;AMIDO DE MILHO PREGELATINIZADO; 4,800 ;KG;;;
8703204;SEMI ACABADO;703204;ARIPIPRAZOL (C1) 10MG COM;800.000;600;011049;OXIDO DE FERRO VERM(USP REF.33.8075); 0,016 ;KG;;;
9703204;SEMI ACABADO;703204;ARIPIPRAZOL (C1) 10MG COM;800.000;600;013336;ARIPIPRAZOL (C1) MICRONIZADO; 8,000 ;KG;;;
10703204;SEMI ACABADO;703204;ARIPIPRAZOL (C1) 10MG COM;800.000;600;015343;HIPROLOSE LH - 21; 4,000 ;KG;;;
1703205;SEMI ACABADO;703205;ARIPIPRAZOL (C1) 15MG COM;300.000;600;010041;DIOXIDO SILICIO COLOIDAL ANIDRO; 0,225 ;KG;;;
2703205;SEMI ACABADO;703205;ARIPIPRAZOL (C1) 15MG COM;300.000;600;010311;ESTEARATO MAGNESIO; 0,450 ;KG;;;
3703205;SEMI ACABADO;703205;ARIPIPRAZOL (C1) 15MG COM;300.000;600;010501;CELULOSE MIC.(TIPO102); 11,691 ;KG;;;
4703205;SEMI ACABADO;703205;ARIPIPRAZOL (C1) 15MG COM;300.000;600;010739;LACTOSE (50/70); 10,023 ;KG;;;
5703205;SEMI ACABADO;703205;ARIPIPRAZOL (C1) 15MG COM;300.000;600;010739;LACTOSE (50/70); 12,252 ;KG;;;
6703205;SEMI ACABADO;703205;ARIPIPRAZOL (C1) 15MG COM;300.000;600;011018;AMIDO DE MILHO PREGELATINIZADO; 0,600 ;KG;;;
7703205;SEMI ACABADO;703205;ARIPIPRAZOL (C1) 15MG COM;300.000;600;011018;AMIDO DE MILHO PREGELATINIZADO; 3,000 ;KG;;;
8703205;SEMI ACABADO;703205;ARIPIPRAZOL (C1) 15MG COM;300.000;600;011050;OXIDO FERRO AMARELO; 0,009 ;KG;;;
9703205;SEMI ACABADO;703205;ARIPIPRAZOL (C1) 15MG COM;300.000;600;013336;ARIPIPRAZOL (C1) MICRONIZADO; 4,500 ;KG;;;
10703205;SEMI ACABADO;703205;ARIPIPRAZOL (C1) 15MG COM;300.000;600;015343;HIPROLOSE LH - 21; 2,250 ;KG;;;
